# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
4259	tinder (kapok or other soft vegetable material for flint lighter)	Yanda_Dom	dùnùkúlò	d ù n ù k ú l ò	2685
4260	tinder (kapok or other soft vegetable material for flint lighter)	Tiranige	dà:mbú	d àː m b ú	2679
4261	tinder (kapok or other soft vegetable material for flint lighter)	Mombo	ɲá:ŋgó	ɲ áː ŋ ɡ ó	2684
4262	tinder (kapok or other soft vegetable material for flint lighter)	Bunoge	dá:mbò	d áː m b ò	2679
#
4263	tobacco pipe	Toro_Tegu	tà:gùsú	t àː ɡ ù s ú	2703
4264	tobacco pipe	Ben_Tey	tàwàsèŋgû:	t à w à s è ŋ ɡ ûː	2692
4265	tobacco pipe	Bankan_Tey	tàwàsèŋgî:	t à w à s è ŋ ɡ îː	2692
4266	tobacco pipe	Jamsay	tɔ̀wɔ̀dí:ⁿ	t ɔ̀ w ɔ̀ d íːⁿ	2692
4267	tobacco pipe	Perge_Tegu	tàwàdɛ̌yⁿ	t à w à d ɛ̌ dʒⁿ	2692
4268	tobacco pipe	Gourou	tɔ̀wɔ̀děyⁿ	t ɔ̀ w ɔ̀ d ě dʒⁿ	2692
4269	tobacco pipe	Togo_Kan	tɔ̀:wɔ̀dɛ̌ⁿ	t ɔ̀ː w ɔ̀ d ɛ̃̌	2692
4270	tobacco pipe	Yorno_So	támdóy	t á m d ó dʒ	2702
4271	tobacco pipe	Tommo_So	tàndòó	t à n d ò ó	2702
4272	tobacco pipe	Dogul_Dom	sùségù	s ù s é ɡ ù	2694
4273	tobacco pipe	Tebul_Ure	tàbdùgó	t à b d ù ɡ ó	2697
4274	tobacco pipe	Yanda_Dom	tàndùn	t à n d ù n	2702
4275	tobacco pipe	Tiranige	tàwá òrí	t à w á # ò r í	2700
4276	tobacco pipe	Mombo	tábíjè	t á b í dʒ è	2697
#
4277	today	Toro_Tegu	yó	dʒ ó	2704
4278	today	Ben_Tey	íyé	í dʒ é	2704
4279	today	Bankan_Tey	íyé	í dʒ é	2704
4280	today	Nanga	íyé	í dʒ é	2704
4281	today	Jamsay	íjé	í dʒ é	2704
4282	today	Perge_Tegu	íyé	í dʒ é	2704
4283	today	Gourou	ígé	í ɡ é	2708
4284	today	Jamsay_Mondoro	íjé	í dʒ é	2704
4285	today	Togo_Kan	íyé	í dʒ é	2704
4286	today	Yorno_So	yé:	dʒ éː	2704
4287	today	Tommo_So	ííyé	í í dʒ é	2704
4288	today	Dogul_Dom	ííyè	í í dʒ è	2704
4289	today	Tebul_Ure	yɔ̌:	dʒ ɔ̌ː	2704
4290	today	Yanda_Dom	íyè	í dʒ è	2704
4291	today	Tiranige	yò:	dʒ òː	2704
4292	today	Bunoge	jôwⁿ	dʒ ô w̃	2706
#
4293	tomorrow	Bankan_Tey	ɛ́yⁿ	ɛ́ dʒⁿ	2709
4294	tomorrow	Nanga	ɛ́:ŋí	ɛ́ː ŋ í	2711
4295	tomorrow	Jamsay	yògó	dʒ ò ɡ ó	2710
4296	tomorrow	Perge_Tegu	úŋgù	ú ŋ ɡ ù	2717
4297	tomorrow	Gourou	yògó	dʒ ò ɡ ó	2710
4298	tomorrow	Jamsay_Mondoro	yògó	dʒ ò ɡ ó	2710
4299	tomorrow	Togo_Kan	yògó	dʒ ò ɡ ó	2710
4300	tomorrow	Yorno_So	yògó	dʒ ò ɡ ó	2710
4301	tomorrow	Tommo_So	yògó	dʒ ò ɡ ó	2710
4302	tomorrow	Dogul_Dom	ɛ́ɛ́nì	ɛ́ ɛ́ n ì	2711
4303	tomorrow	Tebul_Ure	ɛ́yⁿ	ɛ́ dʒⁿ	2709
4304	tomorrow	Tiranige	á:gá	áː ɡ á	2710
4305	tomorrow	Mombo	ɔ́gɔ̀	ɔ́ ɡ ɔ̀	2710
4306	tomorrow	Bunoge	ʔógà	ʔ ó ɡ à	2710
#
4307	tomtom (general word)	Toro_Tegu	bòrú	b ò r ú	2718
4308	tomtom (general word)	Ben_Tey	bɔ̀rⁿú	b ɔ̀ r̃ ú	2718
4309	tomtom (general word)	Bankan_Tey	bǒn	b ǒ n	2718
4310	tomtom (general word)	Nanga	bɔ̀rⁿí	b ɔ̀ r̃ í	2718
4311	tomtom (general word)	Jamsay	běn	b ě n	2718
4312	tomtom (general word)	Perge_Tegu	bɔ̀rⁿú	b ɔ̀ r̃ ú	2718
4313	tomtom (general word)	Gourou	běn	b ě n	2718
4314	tomtom (general word)	Jamsay_Mondoro	běn	b ě n	2718
4315	tomtom (general word)	Togo_Kan	bɔ̌ⁿ	b ɔ̃̌	2718
4316	tomtom (general word)	Yorno_So	bǒy	b ǒ dʒ	2718
4317	tomtom (general word)	Tommo_So	bǒy	b ǒ dʒ	2718
4318	tomtom (general word)	Dogul_Dom	gàŋgá	ɡ à ŋ ɡ á	2720
4319	tomtom (general word)	Yanda_Dom	bòn	b ò n	2718
4320	tomtom (general word)	Mombo	bólì	b ó l ì	2718
#
4321	tongs (blacksmith's large tweezer-like instrument)	Toro_Tegu	kâm	k â m	2721
4322	tongs (blacksmith's large tweezer-like instrument)	Ben_Tey	ɛ̌w	ɛ̌ w	2722
4323	tongs (blacksmith's large tweezer-like instrument)	Bankan_Tey	kámbò	k á m b ò	2721
4324	tongs (blacksmith's large tweezer-like instrument)	Nanga	ɛ̂:	ɛ̂ː	2728
4325	tongs (blacksmith's large tweezer-like instrument)	Jamsay	ɛ̌w	ɛ̌ w	2724
4326	tongs (blacksmith's large tweezer-like instrument)	Perge_Tegu	ɛ̂w	ɛ̂ w	2724
4327	tongs (blacksmith's large tweezer-like instrument)	Gourou	ɛ̌w	ɛ̌ w	2724
4328	tongs (blacksmith's large tweezer-like instrument)	Jamsay_Mondoro	ɛ̌w	ɛ̌ w	2724
4329	tongs (blacksmith's large tweezer-like instrument)	Togo_Kan	ɛ̌w	ɛ̌ w	2730
4330	tongs (blacksmith's large tweezer-like instrument)	Yorno_So	ɛ̌w	ɛ̌ w	2722
4331	tongs (blacksmith's large tweezer-like instrument)	Tommo_So	ɛ̀wɛ́	ɛ̀ w ɛ́	2723
4332	tongs (blacksmith's large tweezer-like instrument)	Dogul_Dom	ɛ́wɔ̀	ɛ́ w ɔ̀	2723
4333	tongs (blacksmith's large tweezer-like instrument)	Yanda_Dom	ɛ̀w	ɛ̀ w	2722
4334	tongs (blacksmith's large tweezer-like instrument)	Mombo	kábálámá	k á b á l á m á	2727
#
4335	tongue	Toro_Tegu	lèlá	l è l á	2731
4336	tongue	Ben_Tey	lɛ̀mdɛ̂:	l ɛ̀ m d ɛ̂ː	2731
4337	tongue	Bankan_Tey	lɛ̀mbìrɛ̂	l ɛ̀ m b ì r ɛ̂	2731
4338	tongue	Nanga	nɛ́ndɛ̀	n ɛ́ n d ɛ̀	2734
4339	tongue	Jamsay	nɛ̀nɛ́	n ɛ̀ n ɛ́	2734
4340	tongue	Perge_Tegu	lɛ̀lɛ́	l ɛ̀ l ɛ́	2731
4341	tongue	Gourou	nɛ̀nɛ́	n ɛ̀ n ɛ́	2734
4342	tongue	Jamsay_Mondoro	nɛ̀nɛ́	n ɛ̀ n ɛ́	2734
4343	tongue	Togo_Kan	nɛ́nɛ́	n ɛ́ n ɛ́	2734
4344	tongue	Tomo_Kan_Diangassagou	yɛ̀rɛ̀dɛ̀ⁿ	dʒ ɛ̀ r ɛ̀ d ɛ̃̀	2745
4345	tongue	Tommo_So	nííndɛ́	n í í n d ɛ́	2734
4346	tongue	Dogul_Dom	nɛ̀ɛ̀ndá	n ɛ̀ ɛ̀ n d á	2734
4347	tongue	Tebul_Ure	nɛ́ndɛ́	n ɛ́ n d ɛ́	2734
4348	tongue	Yanda_Dom	nɛ̀mdà	n ɛ̀ m d à	2734
4349	tongue	Tiranige	nɛ́:ndɛ̀	n ɛ́ː n d ɛ̀	2734
4350	tongue	Mombo	nè:ndé	n èː n d é	2734
4351	tongue	Bunoge	dɛ̀ndɛ̀bɛ̀	d ɛ̀ n d ɛ̀ b ɛ̀	2733
#
4352	tooth	Toro_Tegu	jìrⁿó	dʒ ì r̃ ó	2748
4353	tooth	Jamsay	ìrⁿé	ì r̃ é	2748
4354	tooth	Perge_Tegu	ìrⁿé	ì r̃ é	2748
4355	tooth	Gourou	ìrⁿé	ì r̃ é	2748
4356	tooth	Jamsay_Mondoro	èrⁿé	è r̃ é	2748
4357	tooth	Togo_Kan	ìrⁿí	ì r̃ í	2748
4358	tooth	Yorno_So	ɛ̌n	ɛ̌ n	2759
4359	tooth	Tomo_Kan_Diangassagou	ʔìnì	ʔ ì n ì	2746
4360	tooth	Tommo_So	ìnú	ì n ú	2746
4361	tooth	Dogul_Dom	íínò	í í n ò	2746
4362	tooth	Yanda_Dom	ìn	ì n	2746
4363	tooth	Tiranige	íníŋgé	í n í ŋ ɡ é	2746
4364	tooth	Mombo	ínnì	í n n ì	2746
4365	tooth	Bunoge	ínì	í n ì	2746
#
4366	totem, totemic animal (associated with a clan)	Toro_Tegu	dàwⁿá	d à w̃ á	2760
4367	totem, totemic animal (associated with a clan)	Ben_Tey	dàwⁿá	d à w̃ á	2760
4368	totem, totemic animal (associated with a clan)	Bankan_Tey	dàmá	d à m á	2760
4369	totem, totemic animal (associated with a clan)	Nanga	dàmá	d à m á	2760
4370	totem, totemic animal (associated with a clan)	Jamsay	dɔ̀wⁿɔ́	d ɔ̀ w̃ ɔ́	2760
4371	totem, totemic animal (associated with a clan)	Perge_Tegu	dàwⁿá	d à w̃ á	2760
4372	totem, totemic animal (associated with a clan)	Gourou	dòwⁿó	d ò w̃ ó	2760
4373	totem, totemic animal (associated with a clan)	Jamsay_Mondoro	dɔ̀wⁿɔ́	d ɔ̀ w̃ ɔ́	2760
4374	totem, totemic animal (associated with a clan)	Togo_Kan	dɔ̀wⁿɔ́	d ɔ̀ w̃ ɔ́	2760
4375	totem, totemic animal (associated with a clan)	Yorno_So	bà:bǐn	b àː b ǐ n	2774
4376	totem, totemic animal (associated with a clan)	Tommo_So	dàmá	d à m á	2760
4377	totem, totemic animal (associated with a clan)	Dogul_Dom	dàmá	d à m á	2760
4378	totem, totemic animal (associated with a clan)	Tebul_Ure	dàmá	d à m á	2760
4379	totem, totemic animal (associated with a clan)	Yanda_Dom	dàmà	d à m à	2760
4380	totem, totemic animal (associated with a clan)	Mombo	dámà	d á m à	2760
#
4381	traditional flint lighter (fire-making device)	Toro_Tegu	ìsìcéwrù	ì s ì tʃ é w r ù	2786
4382	traditional flint lighter (fire-making device)	Ben_Tey	gò:pèrî:	ɡ òː p è r îː	2775
4383	traditional flint lighter (fire-making device)	Nanga	gò:pèrî	ɡ òː p è r î	2775
4384	traditional flint lighter (fire-making device)	Perge_Tegu	nùwⁿòpèrú	n ù w̃ ò p è r ú	2775
4385	traditional flint lighter (fire-making device)	Gourou	nùmò pèrú	n ù m ò # p è r ú	2778
4386	traditional flint lighter (fire-making device)	Togo_Kan	ɲɛ̀:pèrú	ɲ ɛ̀ː p è r ú	2775
4387	traditional flint lighter (fire-making device)	Yorno_So	yàmpěl	dʒ à m p ě l	2788
4388	traditional flint lighter (fire-making device)	Tomo_Kan_Diangassagou	cúbéré	tʃ ú b é r é	2775
4389	traditional flint lighter (fire-making device)	Tommo_So	ɲàm tǒy	ɲ à m # t ǒ dʒ	2784
4390	traditional flint lighter (fire-making device)	Dogul_Dom	kébúlúŋ	k é b ú l ú ŋ	2775
4391	traditional flint lighter (fire-making device)	Yanda_Dom	gòlòpɛ̀l	ɡ ò l ò p ɛ̀ l	2775
4392	traditional flint lighter (fire-making device)	Tiranige	òlòkwá	ò l ò k w á	2782
4393	traditional flint lighter (fire-making device)	Mombo	kèbùlú	k è b ù l ú	2775
4394	traditional flint lighter (fire-making device)	Bunoge	ʔùlékèmbúlè	ʔ ù l é k è m b ú l è	2775
#
4395	trap	Toro_Tegu	kúsěy	k ú s ě dʒ	2801
4396	trap	Bankan_Tey	èmbî:	è m b îː	2789
4397	trap	Nanga	děẁ	d ě ẁ	2796
4398	trap	Jamsay	jɛ́nɛ́ŋɛ́	dʒ ɛ́ n ɛ́ ŋ ɛ́	2793
4399	trap	Perge_Tegu	jɛ́níŋgɛ́	dʒ ɛ́ n í ŋ ɡ ɛ́	2793
4400	trap	Gourou	gɛ́ŋgɛ́	ɡ ɛ́ ŋ ɡ ɛ́	2792
4401	trap	Jamsay_Mondoro	jɛ́nɛ́ŋɛ́	dʒ ɛ́ n ɛ́ ŋ ɛ́	2793
4402	trap	Togo_Kan	pɛ́rⁿɛ́	p ɛ́ r̃ ɛ́	2799
4403	trap	Yorno_So	pɛ́rⁿɛ́	p ɛ́ r̃ ɛ́	2799
4404	trap	Tommo_So	támbálá	t á m b á l á	2789
4405	trap	Dogul_Dom	híílɛ̀	h í í l ɛ̀	2791
4406	trap	Tiranige	pà:ndé	p àː n d é	2790
4407	trap	Mombo	másáwⁿ	m á s á w̃	2795
4408	trap	Bunoge	pá:ndè	p áː n d è	2790
#
4409	trough (of wood or metal, for drinking or to beat as a drum)	Toro_Tegu	párá	p á r á	2813
4410	trough (of wood or metal, for drinking or to beat as a drum)	Ben_Tey	kóró	k ó r ó	2802
4411	trough (of wood or metal, for drinking or to beat as a drum)	Bankan_Tey	góndó	ɡ ó n d ó	2802
4412	trough (of wood or metal, for drinking or to beat as a drum)	Nanga	góndó	ɡ ó n d ó	2802
4413	trough (of wood or metal, for drinking or to beat as a drum)	Jamsay	kóró	k ó r ó	2802
4414	trough (of wood or metal, for drinking or to beat as a drum)	Perge_Tegu	kóró	k ó r ó	2802
4415	trough (of wood or metal, for drinking or to beat as a drum)	Gourou	kóró	k ó r ó	2802
4416	trough (of wood or metal, for drinking or to beat as a drum)	Togo_Kan	kóró	k ó r ó	2802
4417	trough (of wood or metal, for drinking or to beat as a drum)	Yorno_So	kóró	k ó r ó	2802
4418	trough (of wood or metal, for drinking or to beat as a drum)	Tommo_So	kólóndó	k ó l ó n d ó	2802
4419	trough (of wood or metal, for drinking or to beat as a drum)	Dogul_Dom	kóró	k ó r ó	2802
4420	trough (of wood or metal, for drinking or to beat as a drum)	Tebul_Ure	kóró	k ó r ó	2802
4421	trough (of wood or metal, for drinking or to beat as a drum)	Yanda_Dom	kórò	k ó r ò	2802
4422	trough (of wood or metal, for drinking or to beat as a drum)	Mombo	tóŋgólò	t ó ŋ ɡ ó l ò	2802
#
4423	truth	Toro_Tegu	díŋá	d í ŋ á	2816
4424	truth	Ben_Tey	térèw	t é r è w	2814
4425	truth	Bankan_Tey	téròwⁿ	t é r ò w̃	2814
4426	truth	Nanga	tégî	t é ɡ î	2821
4427	truth	Jamsay	tɔ̀yⁿɔ́	t ɔ̀ dʒⁿ ɔ́	2818
4428	truth	Perge_Tegu	tɔ̀yⁿɔ́	t ɔ̀ dʒⁿ ɔ́	2818
4429	truth	Gourou	tɔ̀yⁿɔ́	t ɔ̀ dʒⁿ ɔ́	2818
4430	truth	Togo_Kan	tɔ̀ŋɔ̀rⁿɔ́	t ɔ̀ ŋ ɔ̀ r̃ ɔ́	2816
4431	truth	Tommo_So	náná	n á n á	2816
4432	truth	Dogul_Dom	tòŋùnɛ́	t ò ŋ ù n ɛ́	2816
4433	truth	Tebul_Ure	nárⁿá	n á r̃ á	2816
4434	truth	Yanda_Dom	nàrⁿá	n à r̃ á	2816
4435	truth	Mombo	tɔ́:nɔ̀	t ɔ́ː n ɔ̀	2816
4436	truth	Bunoge	tɔ̀ŋɔ́nɔ̀	t ɔ̀ ŋ ɔ́ n ɔ̀	2816
#
4437	turban	Toro_Tegu	kùtɔ̌m	k ù t ɔ̌ m	2834
4438	turban	Bankan_Tey	sɛ́sɛ̂y	s ɛ́ s ɛ̂ dʒ	2822
4439	turban	Nanga	dómbó	d ó m b ó	2824
4440	turban	Jamsay	dómò	d ó m ò	2824
4441	turban	Perge_Tegu	dómbú	d ó m b ú	2824
4442	turban	Gourou	dómò	d ó m ò	2824
4443	turban	Jamsay_Mondoro	dómò	d ó m ò	2824
4444	turban	Togo_Kan	dómó	d ó m ó	2824
4445	turban	Yorno_So	tɔ́bɔ̀	t ɔ́ b ɔ̀	2824
4446	turban	Tomo_Kan_Diangassagou	kùⁿtɔ̀wⁿ	k ũ̀ t ɔ̀ w̃	2834
4447	turban	Tommo_So	tɔ́bɔ́	t ɔ́ b ɔ́	2824
4448	turban	Tebul_Ure	tɔ̀bɔ̀íyɛ̀	t ɔ̀ b ɔ̀ í dʒ ɛ̀	2824
4449	turban	Yanda_Dom	tɔ́bá	t ɔ́ b á	2824
4450	turban	Tiranige	sɔ̀:jɛ́	s ɔ̀ː dʒ ɛ́	2822
4451	turban	Mombo	tɔ́wⁿɛ́	t ɔ́ w̃ ɛ́	2824
4452	turban	Bunoge	sɛ̀:jɛ̀	s ɛ̀ː dʒ ɛ̀	2822
#
4453	twenty	Toro_Tegu	pélèy	p é l è dʒ	2836
4454	twenty	Ben_Tey	pèríyěy	p è r í dʒ ě dʒ	2836
4455	twenty	Bankan_Tey	pɛ̀rí yèy	p ɛ̀ r í # dʒ è dʒ	2835
4456	twenty	Nanga	pèrí yěy	p è r í # dʒ ě dʒ	2835
4457	twenty	Jamsay	pɛ́llɛ̀y	p ɛ́ l l ɛ̀ dʒ	2836
4458	twenty	Perge_Tegu	pɛ́llěy	p ɛ́ l l ě dʒ	2836
4459	twenty	Togo_Kan	pɛ̌lɔ́y	p ɛ̌ l ɔ́ dʒ	2836
4460	twenty	Yorno_So	pɛ́:lɛ́y	p ɛ́ː l ɛ́ dʒ	2836
4461	twenty	Tommo_So	pɛ̀ɛ̀néé	p ɛ̀ ɛ̀ n é é	2840
4462	twenty	Dogul_Dom	pɛ̀ néégè	p ɛ̀ # n é é ɡ è	2838
4463	twenty	Tebul_Ure	pɛ̀gàléy	p ɛ̀ ɡ à l é dʒ	2836
4464	twenty	Yanda_Dom	pɔ̀:nɔ́:	p ɔ̀ː n ɔ́ː	2840
4465	twenty	Tiranige	pɛ́nɛ́ŋgà	p ɛ́ n ɛ́ ŋ ɡ à	2840
4466	twenty	Mombo	pɛ̀:nɛ́:ŋgà	p ɛ̀ː n ɛ́ː ŋ ɡ à	2840
4467	twenty	Bunoge	tǎ:lmà	t ǎː l m à	2837
#
4468	udder	Toro_Tegu	ìrùpèlú	ì r ù p è l ú	2853
4469	udder	Ben_Tey	írì	í r ì	2841
4470	udder	Bankan_Tey	úrù	ú r ù	2841
4471	udder	Nanga	úrî	ú r î	2841
4472	udder	Jamsay	írù	í r ù	2841
4473	udder	Perge_Tegu	írì	í r ì	2841
4474	udder	Togo_Kan	írí	í r í	2841
4475	udder	Yorno_So	írù	í r ù	2841
4476	udder	Tomo_Kan_Diangassagou	ʔìrí	ʔ ì r í	2841
4477	udder	Tommo_So	àndá	à n d á	2851
4478	udder	Tebul_Ure	ómgó	ó m ɡ ó	2848
4479	udder	Yanda_Dom	ándá	á n d á	2851
4480	udder	Tiranige	ùnjìgè	ù n dʒ ì ɡ è	2849
4481	udder	Mombo	ógyé	ó ɡ dʒ é	2845
4482	udder	Bunoge	ʔójjè	ʔ ó dʒ dʒ è	2843
#
4483	urinate, have a piss	Ben_Tey	òmjú ómjú	ò m dʒ ú # ó m dʒ ú	2854
4484	urinate, have a piss	Nanga	ɔ̀njî ɔ́njí	ɔ̀ n dʒ î # ɔ́ n dʒ í	2854
4485	urinate, have a piss	Jamsay	sùrⁿó sú:ⁿ	s ù r̃ ó # s ṹː	2857
4486	urinate, have a piss	Perge_Tegu	ùsùrⁿú sú:ⁿ	ù s ù r̃ ú # s ṹː	2857
4487	urinate, have a piss	Gourou	ùsùrⁿù sú:ⁿ	ù s ù r̃ ù # s ṹː	2857
4488	urinate, have a piss	Jamsay_Mondoro	sùrⁿó sú:ⁿ	s ù r̃ ó # s ṹː	2857
4489	urinate, have a piss	Togo_Kan	ìⁿsìrⁿí sí:ⁿ	ĩ̀ s ì r̃ í # s íːⁿ	2857
4490	urinate, have a piss	Yorno_So	ìsán sá:ⁿ	ì s á n # s ã́ː	2857
4491	urinate, have a piss	Tommo_So	ǹjàrìí sáá	ǹ dʒ à r ì í # s á á	2856
4492	urinate, have a piss	Dogul_Dom	ɲ̀já sɛ̀ɛ́	ɲ̀ dʒ á # s ɛ̀ ɛ́	2856
4493	urinate, have a piss	Yanda_Dom	ómzú úmbúló	ó m z ú # ú m b ú l ó	2866
4494	urinate, have a piss	Tiranige	ónjí ónjó	ó n dʒ í # ó n dʒ ó	2854
4495	urinate, have a piss	Mombo	mònjè mánjé	m ò n dʒ è # m á n dʒ é	2854
4496	urinate, have a piss	Bunoge	mɔ́:njì mǎ:njè	m ɔ́ː n dʒ ì # m ǎː n dʒ è	2854
#
4497	urine	Toro_Tegu	ànnàní	à n n à n í	2880
4498	urine	Ben_Tey	òmjú	ò m dʒ ú	2868
4499	urine	Bankan_Tey	ɔ̀zû:	ɔ̀ z ûː	2867
4500	urine	Nanga	ɔ̀njî	ɔ̀ n dʒ î	2869
4501	urine	Perge_Tegu	ùsùrⁿú	ù s ù r̃ ú	2867
4502	urine	Gourou	ùsùrⁿú	ù s ù r̃ ú	2867
4503	urine	Jamsay_Mondoro	sùrⁿɔ́	s ù r̃ ɔ́	2867
4504	urine	Togo_Kan	ìⁿsìrⁿí	ĩ̀ s ì r̃ í	2867
4505	urine	Yorno_So	ìsán	ì s á n	2867
4506	urine	Tommo_So	ǹjàrìí	ǹ dʒ à r ì í	2869
4507	urine	Dogul_Dom	ɲ̀já	ɲ̀ dʒ á	2869
4508	urine	Tebul_Ure	èndílé	è n d í l é	2869
4509	urine	Yanda_Dom	ómzú	ó m z ú	2868
4510	urine	Tiranige	ónjí	ó n dʒ í	2869
4511	urine	Mombo	mónjì	m ó n dʒ ì	2869
4512	urine	Bunoge	mɔ́:njì	m ɔ́ː n dʒ ì	2869
#
4513	vagina	Toro_Tegu	pɔ̀rɔ́	p ɔ̀ r ɔ́	2892
4514	vagina	Ben_Tey	jéré	dʒ é r é	2882
4515	vagina	Bankan_Tey	dúmbá	d ú m b á	2881
4516	vagina	Nanga	kɛ́njí	k ɛ́ n dʒ í	2887
4517	vagina	Jamsay	dɛ̀mɛ́	d ɛ̀ m ɛ́	2881
4518	vagina	Perge_Tegu	dɛ̀mbɛ́	d ɛ̀ m b ɛ́	2881
4519	vagina	Gourou	dɛ̀mɛ́	d ɛ̀ m ɛ́	2881
4520	vagina	Togo_Kan	í:ɲí	íː ɲ í	2887
4521	vagina	Yorno_So	dɛ̀mɛ̀bònó	d ɛ̀ m ɛ̀ b ò n ó	2881
4522	vagina	Tomo_Kan_Diangassagou	ʔìnjí	ʔ ì n dʒ í	2887
4523	vagina	Dogul_Dom	dúúmò	d ú ú m ò	2881
4524	vagina	Tebul_Ure	ɛ̀ndɛ́	ɛ̀ n d ɛ́	2887
4525	vagina	Yanda_Dom	cà:	tʃ àː	2882
4526	vagina	Mombo	sébì	s é b ì	2886
#
4527	vein, blood vessel	Toro_Tegu	cé:ŋ	tʃ éː ŋ	2905
4528	vein, blood vessel	Ben_Tey	gòŋgòró ósò	ɡ ò ŋ ɡ ò r ó # ó s ò	2893
4529	vein, blood vessel	Bankan_Tey	gòŋgòrò ósò	ɡ ò ŋ ɡ ò r ò # ó s ò	2893
4530	vein, blood vessel	Nanga	wé:rí	w éː r í	2899
4531	vein, blood vessel	Jamsay	nɛ̂yⁿ ójù	n ɛ̂ dʒⁿ # ó dʒ ù	2897
4532	vein, blood vessel	Perge_Tegu	nɛ̀mósú	n ɛ̀ m ó s ú	2896
4533	vein, blood vessel	Togo_Kan	á:ɲú	áː ɲ ú	2902
4534	vein, blood vessel	Tomo_Kan_Diangassagou	nì:ʔùjú	n ìː ʔ ù dʒ ú	2904
4535	vein, blood vessel	Tommo_So	wélú	w é l ú	2899
4536	vein, blood vessel	Dogul_Dom	ósù	ó s ù	2896
4537	vein, blood vessel	Tebul_Ure	wòlùgó	w ò l ù ɡ ó	2899
4538	vein, blood vessel	Yanda_Dom	jènjùbɔ̀rɔ̀	dʒ è n dʒ ù b ɔ̀ r ɔ̀	2906
4539	vein, blood vessel	Mombo	gè:ŋgè ójì	ɡ èː ŋ ɡ è # ó dʒ ì	2893
4540	vein, blood vessel	Bunoge	kàjè	k à dʒ è	2895
#
4541	village, town, settlement	Toro_Tegu	àlá	à l á	2910
4542	village, town, settlement	Ben_Tey	ìsê:	ì s êː	2907
4543	village, town, settlement	Bankan_Tey	ìsô:	ì s ôː	2907
4544	village, town, settlement	Nanga	ìsê	ì s ê	2907
4545	village, town, settlement	Jamsay	àná	à n á	2910
4546	village, town, settlement	Perge_Tegu	àlá	à l á	2910
4547	village, town, settlement	Gourou	àná	à n á	2910
4548	village, town, settlement	Jamsay_Mondoro	àná	à n á	2910
4549	village, town, settlement	Togo_Kan	àná	à n á	2910
4550	village, town, settlement	Yorno_So	àná	à n á	2910
4551	village, town, settlement	Tommo_So	dámmá	d á m m á	2916
4552	village, town, settlement	Tebul_Ure	dámbá	d á m b á	2916
4553	village, town, settlement	Yanda_Dom	dàmá	d à m á	2916
4554	village, town, settlement	Tiranige	ìjò	ì dʒ ò	2907
4555	village, town, settlement	Mombo	dúgù	d ú ɡ ù	2913
4556	village, town, settlement	Bunoge	ʔólò	ʔ ó l ò	2909
#
4557	vomir, emit vomit	Ben_Tey	gúrɔ̀ gùrɔ́	ɡ ú r ɔ̀ # ɡ ù r ɔ́	2917
4558	vomir, emit vomit	Bankan_Tey	gúrà gùrá	ɡ ú r à # ɡ ù r á	2917
4559	vomir, emit vomit	Nanga	úrô úró	ú r ô # ú r ó	2917
4560	vomir, emit vomit	Jamsay	tɔ̌y tɔ́:	t ɔ̌ dʒ # t ɔ́ː	2921
4561	vomir, emit vomit	Perge_Tegu	gúrɔ̀ gùrɔ́	ɡ ú r ɔ̀ # ɡ ù r ɔ́	2917
4562	vomir, emit vomit	Gourou	tɔ̌y tɔ́:	t ɔ̌ dʒ # t ɔ́ː	2921
4563	vomir, emit vomit	Jamsay_Mondoro	tɔ̌y tɔ́:	t ɔ̌ dʒ # t ɔ́ː	2921
4564	vomir, emit vomit	Togo_Kan	gúrɔ́ gùrɔ́	ɡ ú r ɔ́ # ɡ ù r ɔ́	2917
4565	vomir, emit vomit	Yorno_So	gúlɔ̀ gùlɔ́	ɡ ú l ɔ̀ # ɡ ù l ɔ́	2917
4566	vomir, emit vomit	Tomo_Kan_Diangassagou	gùlɛ́ gùlɛ̀	ɡ ù l ɛ́ # ɡ ù l ɛ̀	2917
4567	vomir, emit vomit	Tommo_So	gúlɔ́ gùlɔ́	ɡ ú l ɔ́ # ɡ ù l ɔ́	2917
4568	vomir, emit vomit	Dogul_Dom	wɛ̀sɛ́	w ɛ̀ s ɛ́	2920
4569	vomir, emit vomit	Yanda_Dom	úló úló	ú l ó # ú l ó	2917
4570	vomir, emit vomit	Tiranige	énjí ɛ́njɔ́	é n dʒ í # ɛ́ n dʒ ɔ́	2921
4571	vomir, emit vomit	Bunoge	sû: sɛ̂:	s ûː # s ɛ̂ː	2919
#
4572	vomit (noun)	Toro_Tegu	gùrú	ɡ ù r ú	2922
4573	vomit (noun)	Ben_Tey	gúrɔ̀	ɡ ú r ɔ̀	2922
4574	vomit (noun)	Bankan_Tey	gúrà	ɡ ú r à	2922
4575	vomit (noun)	Nanga	úrô	ú r ô	2922
