# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	DOCULECT	COUNTERPART	CONCEPT	TOKENS
3941	Tommo_So	nǎm	sun	n ǎ m
3942	Dogul_Dom	ísígú	sun	í s í ɡ ú
3943	Tebul_Ure	ùdùgó	sun	ù d ù ɡ ó
3944	Tiranige	yècíndó	sun	dʒ è tʃ í n d ó
3945	Mombo	gé:wⁿè	sun	ɡ éː w̃ è
#
3946	Toro_Tegu	nè:sé	supper	n èː s é
3947	Bankan_Tey	nùmzó	supper	n ù m z ó
3948	Nanga	dɛ̀:ndɛ̀pàndá	supper	d ɛ̀ː n d ɛ̀ p à n d á
3949	Jamsay	pàná	supper	p à n á
3950	Gourou	dà:ɣà pàná	supper	d àː ɣ à # p à n á
3951	Togo_Kan	dàgàpàná	supper	d à ɡ à p à n á
3952	Yorno_So	dìgɛ̀pàná	supper	d ì ɡ ɛ̀ p à n á
3953	Tomo_Kan_Diangassagou	dàʔàpànà	supper	d à ʔ à p à n à
3954	Tommo_So	dìgɛ̀ pànnú	supper	d ì ɡ ɛ̀ # p à n n ú
3955	Dogul_Dom	dɛ̀ndùgàà páná	supper	d ɛ̀ n d ù ɡ à à # p á n á
3956	Tebul_Ure	dɛ̀ndɛ̀nòmdó	supper	d ɛ̀ n d ɛ̀ n ò m d ó
3957	Yanda_Dom	dèndàpànù	supper	d è n d à p à n ù
3958	Tiranige	yángé	supper	dʒ á n ɡ é
3959	Mombo	páléŋgè	supper	p á l é ŋ ɡ è
3960	Bunoge	dènámpánàŋgè	supper	d è n á m p á n à ŋ ɡ è
#
3961	Toro_Tegu	dòró	sweat (noun), perspiration	d ò r ó
3962	Ben_Tey	sùsǒ:	sweat (noun), perspiration	s ù s ǒː
3963	Bankan_Tey	sò:só:	sweat (noun), perspiration	s òː s óː
3964	Nanga	sǒy	sweat (noun), perspiration	s ǒ dʒ
3965	Jamsay	ò:gú	sweat (noun), perspiration	òː ɡ ú
3966	Perge_Tegu	sòsǒy	sweat (noun), perspiration	s ò s ǒ dʒ
3967	Gourou	ò:gú	sweat (noun), perspiration	òː ɡ ú
3968	Togo_Kan	ò:gú	sweat (noun), perspiration	òː ɡ ú
3969	Yorno_So	sǒ:	sweat (noun), perspiration	s ǒː
3970	Tomo_Kan_Diangassagou	ʔògú	sweat (noun), perspiration	ʔ ò ɡ ú
3971	Tommo_So	sòó	sweat (noun), perspiration	s ò ó
3972	Tebul_Ure	sògó	sweat (noun), perspiration	s ò ɡ ó
3973	Yanda_Dom	úzú	sweat (noun), perspiration	ú z ú
3974	Tiranige	újé	sweat (noun), perspiration	ú dʒ é
3975	Mombo	újì	sweat (noun), perspiration	ú dʒ ì
3976	Bunoge	ʔùjérè	sweat (noun), perspiration	ʔ ù dʒ é r è
#
3977	Toro_Tegu	ètú	sweet, sugary (taste)	è t ú
3978	Ben_Tey	ɛ́rìm	sweet, sugary (taste)	ɛ́ r ì m
3979	Bankan_Tey	ɛ́rùm	sweet, sugary (taste)	ɛ́ r ù m
3980	Nanga	ɛ́rî	sweet, sugary (taste)	ɛ́ r î
3981	Jamsay	érù	sweet, sugary (taste)	é r ù
3982	Perge_Tegu	érù	sweet, sugary (taste)	é r ù
3983	Gourou	érù	sweet, sugary (taste)	é r ù
3984	Jamsay_Mondoro	érù	sweet, sugary (taste)	é r ù
3985	Togo_Kan	ɛ́lú	sweet, sugary (taste)	ɛ́ l ú
3986	Tommo_So	ɛ́lɛ́lú	sweet, sugary (taste)	ɛ́ l ɛ́ l ú
3987	Dogul_Dom	ɛ̀llɛ́	sweet, sugary (taste)	ɛ̀ l l ɛ́
3988	Yanda_Dom	ɛ̌l	sweet, sugary (taste)	ɛ̌ l
3989	Tiranige	ní:njí	sweet, sugary (taste)	n íː n dʒ í
3990	Bunoge	dɛ̀njì	sweet, sugary (taste)	d ɛ̀ n dʒ ì
#
3991	Toro_Tegu	báná	tail (of dog, sheep, etc.)	b á n á
3992	Ben_Tey	dúrɔ̀	tail (of dog, sheep, etc.)	d ú r ɔ̀
3993	Bankan_Tey	dúrà	tail (of dog, sheep, etc.)	d ú r à
3994	Nanga	dúrâ	tail (of dog, sheep, etc.)	d ú r â
3995	Jamsay	dúrɔ́	tail (of dog, sheep, etc.)	d ú r ɔ́
3996	Perge_Tegu	dúrɔ́	tail (of dog, sheep, etc.)	d ú r ɔ́
3997	Gourou	dùrɔ́	tail (of dog, sheep, etc.)	d ù r ɔ́
3998	Togo_Kan	dúrɔ́	tail (of dog, sheep, etc.)	d ú r ɔ́
3999	Yorno_So	dúlɔ̀	tail (of dog, sheep, etc.)	d ú l ɔ̀
4000	Tomo_Kan_Diangassagou	jìlá	tail (of dog, sheep, etc.)	dʒ ì l á
4001	Tommo_So	dúlɔ́	tail (of dog, sheep, etc.)	d ú l ɔ́
4002	Dogul_Dom	dúlò	tail (of dog, sheep, etc.)	d ú l ò
4003	Tebul_Ure	dúlá:	tail (of dog, sheep, etc.)	d ú l áː
4004	Yanda_Dom	dùlɔ́	tail (of dog, sheep, etc.)	d ù l ɔ́
4005	Tiranige	dìlɔ̀	tail (of dog, sheep, etc.)	d ì l ɔ̀
4006	Mombo	dúlɔ́	tail (of dog, sheep, etc.)	d ú l ɔ́
4007	Bunoge	dílɔ̀	tail (of dog, sheep, etc.)	d í l ɔ̀
#
4008	Toro_Tegu	báná	tail (of scorpion)	b á n á
4009	Ben_Tey	dúrɔ̀	tail (of scorpion)	d ú r ɔ̀
4010	Bankan_Tey	dúrà	tail (of scorpion)	d ú r à
4011	Nanga	tàmbî	tail (of scorpion)	t à m b î
4012	Jamsay	dúrɔ́	tail (of scorpion)	d ú r ɔ́
4013	Perge_Tegu	dúrɔ́	tail (of scorpion)	d ú r ɔ́
4014	Togo_Kan	dúrɔ́	tail (of scorpion)	d ú r ɔ́
4015	Yorno_So	dúlɔ̀	tail (of scorpion)	d ú l ɔ̀
4016	Tomo_Kan_Diangassagou	jìlá	tail (of scorpion)	dʒ ì l á
4017	Tommo_So	mòòmíó dùlɔ̀	tail (of scorpion)	m ò ò m í ó # d ù l ɔ̀
4018	Tebul_Ure	dúlá:	tail (of scorpion)	d ú l áː
4019	Yanda_Dom	dùlɔ́	tail (of scorpion)	d ù l ɔ́
4020	Tiranige	dìlɔ̀	tail (of scorpion)	d ì l ɔ̀
4021	Mombo	dúlɔ́	tail (of scorpion)	d ú l ɔ́
4022	Bunoge	dílɔ̀	tail (of scorpion)	d í l ɔ̀
#
4023	Ben_Tey	cɛ́	take (handful of food) in hand	tʃ ɛ́
4024	Bankan_Tey	cɛ́	take (handful of food) in hand	tʃ ɛ́
4025	Nanga	pɛ́njí	take (handful of food) in hand	p ɛ́ n dʒ í
4026	Jamsay	jɛ̌:	take (handful of food) in hand	dʒ ɛ̌ː
4027	Perge_Tegu	gùsɔ́	take (handful of food) in hand	ɡ ù s ɔ́
4028	Gourou	yⁿǎ: zɛ́:	take (handful of food) in hand	dʒⁿ ǎː # z ɛ́ː
4029	Togo_Kan	nùmɔ̀jɛ̌: jɛ̌:	take (handful of food) in hand	n ù m ɔ̀ dʒ ɛ̌ː # dʒ ɛ̌ː
4030	Yorno_So	pɛ́rɛ́	take (handful of food) in hand	p ɛ́ r ɛ́
4031	Tomo_Kan_Diangassagou	jɛ̀:	take (handful of food) in hand	dʒ ɛ̀ː
4032	Tommo_So	gùdɔ́	take (handful of food) in hand	ɡ ù d ɔ́
4033	Dogul_Dom	gùsɛ́	take (handful of food) in hand	ɡ ù s ɛ́
4034	Tebul_Ure	nùmà: yɛ̀gɛ́yɛ̀gɛ̀nɛ́ ɲǎ:	take (handful of food) in hand	n ù m àː # dʒ ɛ̀ ɡ ɛ́ dʒ ɛ̀ ɡ ɛ̀ n ɛ́ # ɲ ǎː
4035	Yanda_Dom	gùzɔ́	take (handful of food) in hand	ɡ ù z ɔ́
4036	Tiranige	kújè ɔ́njɔ́	take (handful of food) in hand	k ú dʒ è # ɔ́ n dʒ ɔ́
4037	Mombo	kémbúlè	take (handful of food) in hand	k é m b ú l è
#
4038	Toro_Tegu	àtê:	tea	à t êː
4039	Bankan_Tey	átè:	tea	á t èː
4040	Nanga	tê:	tea	t êː
4041	Perge_Tegu	átê:	tea	á t êː
4042	Gourou	àtê:	tea	à t êː
4043	Togo_Kan	té	tea	t é
4044	Yorno_So	tê:	tea	t êː
4045	Tomo_Kan_Diangassagou	té:	tea	t éː
4046	Tommo_So	téé	tea	t é é
4047	Dogul_Dom	téè	tea	t é è
4048	Tebul_Ure	té:	tea	t éː
4049	Yanda_Dom	tê:	tea	t êː
4050	Tiranige	té:	tea	t éː
4051	Mombo	tɛ̂:	tea	t ɛ̂ː
#
4052	Toro_Tegu	pɛ́:rú	ten	p ɛ́ː r ú
4053	Ben_Tey	pɛ́rú	ten	p ɛ́ r ú
4054	Bankan_Tey	pɛ́:rú	ten	p ɛ́ː r ú
4055	Nanga	pɛ́:rù	ten	p ɛ́ː r ù
4056	Jamsay	pɛ́rú	ten	p ɛ́ r ú
4057	Perge_Tegu	pɛ́rú	ten	p ɛ́ r ú
4058	Gourou	pɛ́rɛ́	ten	p ɛ́ r ɛ́
4059	Togo_Kan	pɛ́rú	ten	p ɛ́ r ú
4060	Yorno_So	pɛ́l	ten	p ɛ́ l
4061	Tommo_So	pɛ́lú	ten	p ɛ́ l ú
4062	Dogul_Dom	pɛ́ɛ̀l	ten	p ɛ́ ɛ̀ l
4063	Tebul_Ure	pɛ́lú	ten	p ɛ́ l ú
4064	Tiranige	pìyɔ̀lù	ten	p ì dʒ ɔ̀ l ù
4065	Mombo	pɛ́:lù	ten	p ɛ́ː l ù
4066	Bunoge	kóbéwⁿ	ten	k ó b é w̃
#
4067	Toro_Tegu	cé:ŋ	tendon, sinew, nerve	tʃ éː ŋ
4068	Ben_Tey	wé:rí:	tendon, sinew, nerve	w éː r íː
4069	Bankan_Tey	wò:rú	tendon, sinew, nerve	w òː r ú
4070	Nanga	wé:rí	tendon, sinew, nerve	w éː r í
4071	Jamsay	cé:ŋ	tendon, sinew, nerve	tʃ éː ŋ
4072	Perge_Tegu	ké:ŋgú	tendon, sinew, nerve	k éː ŋ ɡ ú
4073	Gourou	ké:ŋ	tendon, sinew, nerve	k éː ŋ
4074	Jamsay_Mondoro	cé:ŋ	tendon, sinew, nerve	tʃ éː ŋ
4075	Togo_Kan	kùwɔ̀á:ɲú	tendon, sinew, nerve	k ù w ɔ̀ áː ɲ ú
4076	Yorno_So	wèl àrⁿá	tendon, sinew, nerve	w è l # à r̃ á
4077	Tomo_Kan_Diangassagou	ʔɛ́:ⁿ	tendon, sinew, nerve	ʔ ɛ̃́ː
4078	Tommo_So	wèlù àná	tendon, sinew, nerve	w è l ù # à n á
4079	Dogul_Dom	kásò	tendon, sinew, nerve	k á s ò
4080	Tebul_Ure	wòlùgó	tendon, sinew, nerve	w ò l ù ɡ ó
4081	Yanda_Dom	wèl	tendon, sinew, nerve	w è l
4082	Tiranige	kàjìŋgè	tendon, sinew, nerve	k à dʒ ì ŋ ɡ è
4083	Mombo	kágì	tendon, sinew, nerve	k á ɡ ì
4084	Bunoge	kàjè	tendon, sinew, nerve	k à dʒ è
#
4085	Toro_Tegu	tó:ⁿsú	testicles	t óːⁿ s ú
4086	Ben_Tey	tó:sú	testicles	t óː s ú
4087	Bankan_Tey	dɔ́rɔ̀	testicles	d ɔ́ r ɔ̀
4088	Nanga	tó:sí	testicles	t óː s í
4089	Jamsay	dɔ̀rɔ́	testicles	d ɔ̀ r ɔ́
4090	Perge_Tegu	tó:sú	testicles	t óː s ú
4091	Gourou	dɔ̀rⁿɔ́	testicles	d ɔ̀ r̃ ɔ́
4092	Togo_Kan	tójú	testicles	t ó dʒ ú
4093	Yorno_So	dɔ́lɔ́	testicles	d ɔ́ l ɔ́
4094	Tommo_So	dɔ́lɔ́	testicles	d ɔ́ l ɔ́
4095	Dogul_Dom	kùmbírí	testicles	k ù m b í r í
4096	Tebul_Ure	dwá:ⁿ	testicles	d w ã́ː
4097	Yanda_Dom	dɔ̀rɔ́	testicles	d ɔ̀ r ɔ́
4098	Tiranige	sègèlè	testicles	s è ɡ è l è
4099	Bunoge	pɔ̀ndɛ́sè	testicles	p ɔ̀ n d ɛ́ s è
#
4100	Toro_Tegu	ǒw	the bush, outback (away from settlements)	ǒ w
4101	Ben_Tey	ɔ̀rⁿɔ́:	the bush, outback (away from settlements)	ɔ̀ r̃ ɔ́ː
4102	Bankan_Tey	ɔ̀rⁿɔ́:	the bush, outback (away from settlements)	ɔ̀ r̃ ɔ́ː
4103	Nanga	ǒ:	the bush, outback (away from settlements)	ǒː
4104	Jamsay	èjú	the bush, outback (away from settlements)	è dʒ ú
4105	Perge_Tegu	ǒy	the bush, outback (away from settlements)	ǒ dʒ
4106	Gourou	ègú	the bush, outback (away from settlements)	è ɡ ú
4107	Jamsay_Mondoro	èjù bómó	the bush, outback (away from settlements)	è dʒ ù # b ó m ó
4108	Togo_Kan	bàrá	the bush, outback (away from settlements)	b à r á
4109	Yorno_So	sóló	the bush, outback (away from settlements)	s ó l ó
4110	Tommo_So	òlú	the bush, outback (away from settlements)	ò l ú
4111	Dogul_Dom	ónùŋ	the bush, outback (away from settlements)	ó n ù ŋ
4112	Tebul_Ure	ándá	the bush, outback (away from settlements)	á n d á
4113	Yanda_Dom	òy	the bush, outback (away from settlements)	ò dʒ
4114	Tiranige	góló	the bush, outback (away from settlements)	ɡ ó l ó
4115	Mombo	kɔ̂yⁿ	the bush, outback (away from settlements)	k ɔ̂ dʒⁿ
#
4116	Toro_Tegu	húwⁿɔ̀ dɛ̀rⁿà	the day after tomorrow	h ú w̃ ɔ̀ # d ɛ̀ r̃ à
4117	Ben_Tey	ɛ́rɛ́nâ:	the day after tomorrow	ɛ́ r ɛ́ n âː
4118	Bankan_Tey	ɛ́rⁿɛ́nà	the day after tomorrow	ɛ́ r̃ ɛ́ n à
4119	Nanga	ɛ́ndɛ̀y	the day after tomorrow	ɛ́ n d ɛ̀ dʒ
4120	Jamsay	yògòdɛ́rⁿɛ̀	the day after tomorrow	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀
4121	Perge_Tegu	úŋgù dɛ́rⁿɛ̀	the day after tomorrow	ú ŋ ɡ ù # d ɛ́ r̃ ɛ̀
4122	Jamsay_Mondoro	yògòdɛ́rⁿɛ̀	the day after tomorrow	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀
4123	Togo_Kan	yògòdɛ́rⁿɛ̀	the day after tomorrow	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀
4124	Yorno_So	yògòdɛ́rⁿɛ̀	the day after tomorrow	dʒ ò ɡ ò d ɛ́ r̃ ɛ̀
4125	Tommo_So	yògò dɛ́nɛ́	the day after tomorrow	dʒ ò ɡ ò # d ɛ́ n ɛ́
4126	Dogul_Dom	ɛ́ndɛ̀nɛ̀	the day after tomorrow	ɛ́ n d ɛ̀ n ɛ̀
4127	Yanda_Dom	ɛ̀wdèrⁿɛ́	the day after tomorrow	ɛ̀ w d è r̃ ɛ́
4128	Tiranige	à:gà dɛ́nɛ́	the day after tomorrow	àː ɡ à # d ɛ́ n ɛ́
4129	Mombo	ɔ́gɔ́nnà	the day after tomorrow	ɔ́ ɡ ɔ́ n n à
#
4130	Toro_Tegu	sò:bù	thick cotton thread (warp, in weaving)	s òː b ù
4131	Ben_Tey	pà:lú	thick cotton thread (warp, in weaving)	p àː l ú
4132	Bankan_Tey	pàndú	thick cotton thread (warp, in weaving)	p à n d ú
4133	Nanga	pà:ndí	thick cotton thread (warp, in weaving)	p àː n d í
4134	Jamsay	pà:ndé	thick cotton thread (warp, in weaving)	p àː n d é
4135	Perge_Tegu	pà:lú	thick cotton thread (warp, in weaving)	p àː l ú
4136	Jamsay_Mondoro	pà:ndé	thick cotton thread (warp, in weaving)	p àː n d é
4137	Togo_Kan	pà:ndé	thick cotton thread (warp, in weaving)	p àː n d é
4138	Yorno_So	pǎn	thick cotton thread (warp, in weaving)	p ǎ n
4139	Tomo_Kan_Diangassagou	pèndé	thick cotton thread (warp, in weaving)	p è n d é
4140	Tommo_So	pàndé	thick cotton thread (warp, in weaving)	p à n d é
4141	Tebul_Ure	pàndé	thick cotton thread (warp, in weaving)	p à n d é
4142	Yanda_Dom	pàndè	thick cotton thread (warp, in weaving)	p à n d è
4143	Tiranige	pándé	thick cotton thread (warp, in weaving)	p á n d é
#
4144	Toro_Tegu	pàgá	thigh, upper leg (of person)	p à ɡ á
4145	Ben_Tey	pìpǎ:	thigh, upper leg (of person)	p ì p ǎː
4146	Bankan_Tey	pǎ:	thigh, upper leg (of person)	p ǎː
4147	Nanga	pàgá	thigh, upper leg (of person)	p à ɡ á
4148	Perge_Tegu	pàpàgá	thigh, upper leg (of person)	p à p à ɡ á
4149	Gourou	dígɛ́	thigh, upper leg (of person)	d í ɡ ɛ́
4150	Togo_Kan	tɔ̀wɔ́	thigh, upper leg (of person)	t ɔ̀ w ɔ́
4151	Yorno_So	pàgá	thigh, upper leg (of person)	p à ɡ á
4152	Tomo_Kan_Diangassagou	pàʔá	thigh, upper leg (of person)	p à ʔ á
4153	Tommo_So	ànù pàgá	thigh, upper leg (of person)	à n ù # p à ɡ á
4154	Dogul_Dom	páágá	thigh, upper leg (of person)	p á á ɡ á
4155	Tebul_Ure	pàgá	thigh, upper leg (of person)	p à ɡ á
4156	Yanda_Dom	pàgà	thigh, upper leg (of person)	p à ɡ à
4157	Tiranige	pàgà	thigh, upper leg (of person)	p à ɡ à
#
4158	Toro_Tegu	nɛ̀nɛ̀rⁿú	thirst	n ɛ̀ n ɛ̀ r̃ ú
4159	Ben_Tey	nì:nɔ̀rⁿú	thirst	n ìː n ɔ̀ r̃ ú
4160	Bankan_Tey	nì:nɔ̌n	thirst	n ìː n ɔ̌ n
4161	Nanga	nì:nɔ̀:rⁿí	thirst	n ìː n ɔ̀ː r̃ í
4162	Jamsay	nì:nɔ̌n	thirst	n ìː n ɔ̌ n
4163	Perge_Tegu	nì:nɔ̀rⁿú	thirst	n ìː n ɔ̀ r̃ ú
4164	Jamsay_Mondoro	nì:nɔ̌n	thirst	n ìː n ɔ̌ n
4165	Togo_Kan	dì:nɔ̀:rⁿú	thirst	d ìː n ɔ̀ː r̃ ú
4166	Yorno_So	dì:nî:	thirst	d ìː n îː
4167	Tomo_Kan_Diangassagou	jí:nɔ̀	thirst	dʒ íː n ɔ̀
4168	Tommo_So	dìì nɔ̌y	thirst	d ì ì # n ɔ̌ dʒ
4169	Dogul_Dom	ɲúnɔ̀ɔ̀n	thirst	ɲ ú n ɔ̀ ɔ̀ n
4170	Tebul_Ure	ìnjìrgó	thirst	ì n dʒ ì r ɡ ó
4171	Yanda_Dom	ìŋgìnì:	thirst	ì ŋ ɡ ì n ìː
4172	Mombo	mì: kúŋgá	thirst	m ìː # k ú ŋ ɡ á
#
4173	Bankan_Tey	níyⁿá	this year	n í dʒⁿ á
4174	Nanga	núyⁿáyⁿ	this year	n ú dʒⁿ á dʒⁿ
4175	Jamsay	nɔ́:	this year	n ɔ́ː
4176	Perge_Tegu	nɔ́:	this year	n ɔ́ː
4177	Gourou	nɔ́:	this year	n ɔ́ː
4178	Togo_Kan	nɔ́:wⁿɔ́	this year	n ɔ́ː w̃ ɔ́
4179	Yorno_So	yɔ́:	this year	dʒ ɔ́ː
4180	Tommo_So	ííyɔ́ɔ̀	this year	í í dʒ ɔ́ ɔ̀
4181	Dogul_Dom	núŋàà	this year	n ú ŋ à à
4182	Tebul_Ure	nwǎ:	this year	n w ǎː
4183	Yanda_Dom	nwá	this year	n w á
4184	Tiranige	nɔ̀:	this year	n ɔ̀ː
4185	Mombo	nwá	this year	n w á
4186	Bunoge	jàwⁿ	this year	dʒ à w̃
#
4187	Toro_Tegu	dùwó	thorn	d ù w ó
4188	Ben_Tey	dòró	thorn	d ò r ó
4189	Bankan_Tey	dòró	thorn	d ò r ó
4190	Nanga	dùró	thorn	d ù r ó
4191	Perge_Tegu	dòdǒ:	thorn	d ò d ǒː
4192	Gourou	dìdó:	thorn	d ì d óː
4193	Jamsay_Mondoro	dìdǒ:	thorn	d ì d ǒː
4194	Togo_Kan	jìyé	thorn	dʒ ì dʒ é
4195	Yorno_So	jìjǐ:	thorn	dʒ ì dʒ ǐː
4196	Tomo_Kan_Diangassagou	jè:	thorn	dʒ èː
4197	Tommo_So	gíyé	thorn	ɡ í dʒ é
4198	Dogul_Dom	jìyíg	thorn	dʒ ì dʒ í ɡ
4199	Tebul_Ure	dǒ:	thorn	d ǒː
4200	Yanda_Dom	zìyè	thorn	z ì dʒ è
4201	Tiranige	yó:	thorn	dʒ óː
4202	Mombo	jô:ⁿ	thorn	dʒ õ̂ː
#
4203	Toro_Tegu	zɛ́mbɛ̀rɛ̀	thousand	z ɛ́ m b ɛ̀ r ɛ̀
4204	Ben_Tey	mùsú	thousand	m ù s ú
4205	Bankan_Tey	m̀bùsú	thousand	m̀ b ù s ú
4206	Nanga	mùsú	thousand	m ù s ú
4207	Jamsay	mùɲú	thousand	m ù ɲ ú
4208	Perge_Tegu	mùsú	thousand	m ù s ú
4209	Gourou	mùsú	thousand	m ù s ú
4210	Jamsay_Mondoro	mùɲú	thousand	m ù ɲ ú
4211	Togo_Kan	mùɲú	thousand	m ù ɲ ú
4212	Yorno_So	mùɲú	thousand	m ù ɲ ú
4213	Dogul_Dom	mùɲjú	thousand	m ù ɲ dʒ ú
4214	Tebul_Ure	mùdó	thousand	m ù d ó
4215	Yanda_Dom	mùzò	thousand	m ù z ò
4216	Tiranige	mújúsìlà:mú	thousand	m ú dʒ ú s ì l àː m ú
4217	Mombo	múnjù	thousand	m ú n dʒ ù
4218	Bunoge	múnjù	thousand	m ú n dʒ ù
#
4219	Toro_Tegu	ǒyⁿ	thread (any kind)	ǒ dʒⁿ
4220	Ben_Tey	búrɔ̀	thread (any kind)	b ú r ɔ̀
4221	Bankan_Tey	sìlílì	thread (any kind)	s ì l í l ì
4222	Nanga	pà:ndí	thread (any kind)	p àː n d í
4223	Jamsay	búrɔ̀	thread (any kind)	b ú r ɔ̀
4224	Perge_Tegu	búrɔ̀	thread (any kind)	b ú r ɔ̀
4225	Gourou	búrɔ̀	thread (any kind)	b ú r ɔ̀
4226	Togo_Kan	búrɔ́	thread (any kind)	b ú r ɔ́
4227	Tomo_Kan_Diangassagou	jè:jè	thread (any kind)	dʒ èː dʒ è
4228	Tommo_So	bóóló	thread (any kind)	b ó ó l ó
4229	Tebul_Ure	búlá	thread (any kind)	b ú l á
4230	Yanda_Dom	gèzèlè	thread (any kind)	ɡ è z è l è
4231	Tiranige	bò:ló	thread (any kind)	b òː l ó
4232	Mombo	bólé	thread (any kind)	b ó l é
#
4233	Toro_Tegu	tà:lí	three	t àː l í
4234	Ben_Tey	tà:nú	three	t àː n ú
4235	Bankan_Tey	tà:ní	three	t àː n í
4236	Nanga	tà:ndǐ:	three	t àː n d ǐː
4237	Jamsay	tǎ:n	three	t ǎː n
4238	Perge_Tegu	tà:lú	three	t àː l ú
4239	Gourou	tà:nú	three	t àː n ú
4240	Jamsay_Mondoro	tǎ:n	three	t ǎː n
4241	Yorno_So	tǎ:n	three	t ǎː n
4242	Tommo_So	tààndú	three	t à à n d ú
4243	Dogul_Dom	táándù	three	t á á n d ù
4244	Tebul_Ure	tà:ndú	three	t àː n d ú
4245	Tiranige	tá:ndí	three	t áː n d í
4246	Mombo	tá:ndì	three	t áː n d ì
4247	Bunoge	tá:ndù	three	t áː n d ù
#
4248	Ben_Tey	jìmdâm	tinder (kapok or other soft vegetable material for flint lighter)	dʒ ì m d â m
4249	Bankan_Tey	gó: dàmbù	tinder (kapok or other soft vegetable material for flint lighter)	ɡ óː # d à m b ù
4250	Nanga	kùgìrî	tinder (kapok or other soft vegetable material for flint lighter)	k ù ɡ ì r î
4251	Jamsay	dâm	tinder (kapok or other soft vegetable material for flint lighter)	d â m
4252	Perge_Tegu	dâm	tinder (kapok or other soft vegetable material for flint lighter)	d â m
4253	Gourou	dàmbúgù	tinder (kapok or other soft vegetable material for flint lighter)	d à m b ú ɡ ù
4254	Togo_Kan	jìⁿpùrⁿú	tinder (kapok or other soft vegetable material for flint lighter)	dʒ ĩ̀ p ù r̃ ú
4255	Yorno_So	dámá	tinder (kapok or other soft vegetable material for flint lighter)	d á m á
4256	Tomo_Kan_Diangassagou	ɲàhúnàwⁿ	tinder (kapok or other soft vegetable material for flint lighter)	ɲ à h ú n à w̃
4257	Tommo_So	kùùlú	tinder (kapok or other soft vegetable material for flint lighter)	k ù ù l ú
4258	Tebul_Ure	yúgúrú	tinder (kapok or other soft vegetable material for flint lighter)	dʒ ú ɡ ú r ú
4259	Yanda_Dom	dùnùkúlò	tinder (kapok or other soft vegetable material for flint lighter)	d ù n ù k ú l ò
4260	Tiranige	dà:mbú	tinder (kapok or other soft vegetable material for flint lighter)	d àː m b ú
4261	Mombo	ɲá:ŋgó	tinder (kapok or other soft vegetable material for flint lighter)	ɲ áː ŋ ɡ ó
4262	Bunoge	dá:mbò	tinder (kapok or other soft vegetable material for flint lighter)	d áː m b ò
#
4263	Toro_Tegu	tà:gùsú	tobacco pipe	t àː ɡ ù s ú
4264	Ben_Tey	tàwàsèŋgû:	tobacco pipe	t à w à s è ŋ ɡ ûː
4265	Bankan_Tey	tàwàsèŋgî:	tobacco pipe	t à w à s è ŋ ɡ îː
4266	Jamsay	tɔ̀wɔ̀dí:ⁿ	tobacco pipe	t ɔ̀ w ɔ̀ d íːⁿ
4267	Perge_Tegu	tàwàdɛ̌yⁿ	tobacco pipe	t à w à d ɛ̌ dʒⁿ
4268	Gourou	tɔ̀wɔ̀děyⁿ	tobacco pipe	t ɔ̀ w ɔ̀ d ě dʒⁿ
4269	Togo_Kan	tɔ̀:wɔ̀dɛ̌ⁿ	tobacco pipe	t ɔ̀ː w ɔ̀ d ɛ̃̌
4270	Yorno_So	támdóy	tobacco pipe	t á m d ó dʒ
4271	Tommo_So	tàndòó	tobacco pipe	t à n d ò ó
4272	Dogul_Dom	sùségù	tobacco pipe	s ù s é ɡ ù
4273	Tebul_Ure	tàbdùgó	tobacco pipe	t à b d ù ɡ ó
4274	Yanda_Dom	tàndùn	tobacco pipe	t à n d ù n
4275	Tiranige	tàwá òrí	tobacco pipe	t à w á # ò r í
4276	Mombo	tábíjè	tobacco pipe	t á b í dʒ è
#
4277	Toro_Tegu	yó	today	dʒ ó
4278	Ben_Tey	íyé	today	í dʒ é
4279	Bankan_Tey	íyé	today	í dʒ é
4280	Nanga	íyé	today	í dʒ é
4281	Jamsay	íjé	today	í dʒ é
4282	Perge_Tegu	íyé	today	í dʒ é
4283	Gourou	ígé	today	í ɡ é
4284	Jamsay_Mondoro	íjé	today	í dʒ é
4285	Togo_Kan	íyé	today	í dʒ é
4286	Yorno_So	yé:	today	dʒ éː
4287	Tommo_So	ííyé	today	í í dʒ é
4288	Dogul_Dom	ííyè	today	í í dʒ è
4289	Tebul_Ure	yɔ̌:	today	dʒ ɔ̌ː
4290	Yanda_Dom	íyè	today	í dʒ è
4291	Tiranige	yò:	today	dʒ òː
4292	Bunoge	jôwⁿ	today	dʒ ô w̃
#
4293	Bankan_Tey	ɛ́yⁿ	tomorrow	ɛ́ dʒⁿ
4294	Nanga	ɛ́:ŋí	tomorrow	ɛ́ː ŋ í
4295	Jamsay	yògó	tomorrow	dʒ ò ɡ ó
